pair,stem_width,stem_height,first_flower_day,fruits_number,fruit_length,fruit_diameter,fruit_weight,seeds_number,yield
ind_56_ind_71,0.3117,0.9685,1.0,0.6334,0.9941,1.0,0.9981,0.9977,0.7375
ind_56_ind_72,0.2831,0.9055,0.9623,0.6462,0.9901,0.9932,0.9973,0.9796,0.7703
ind_56_ind_73,0.5558,0.9449,0.9434,0.9824,0.9968,0.9593,0.9993,0.9955,0.9735
ind_56_ind_74,0.3844,0.8189,0.9889,0.3203,0.9865,0.9797,0.9966,0.9854,0.5547
ind_56_ind_75,0.813,0.937,0.8679,0.8211,0.9968,0.9797,0.9989,0.9854,0.8146
ind_56_ind_76,0.5351,0.6535,0.9245,0.7332,0.9968,0.9898,0.9996,0.9854,0.7701
ind_56_ind_77,0.7792,0.9685,0.9057,0.5751,0.9766,0.9898,0.9991,0.9854,0.5921
ind_56_ind_78,0.5688,0.9685,0.9623,0.7987,0.9925,0.9593,0.9993,0.9854,0.802
ind_56_ind_79,0.1299,0.5937,0.7358,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_80,0.2753,0.7283,0.9811,0.7332,0.9822,0.4237,0.902,0.9989,0.8189
ind_56_ind_81,0.1818,0.811,0.9434,0.7252,0.9774,0.461,0.9298,0.9615,0.7686
ind_56_ind_82,0.374,0.8583,0.8113,0.7252,0.9853,0.5831,0.9475,0.8314,0.7657
ind_56_ind_83,0.3195,0.748,0.9811,0.7236,0.9822,0.3525,0.8401,0.6165,0.7687
ind_56_ind_84,0.0961,0.6063,0.4528,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_85,0.2,0.6614,0.9434,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_86,0.1818,0.6693,0.7358,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_87,0.2831,0.8543,0.7358,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_88,0.413,0.811,0.9245,0.7236,0.9826,0.1797,0.7693,0.907,0.7743
ind_56_ind_89,0.1429,0.689,0.6226,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_90,0.4078,0.9016,0.8113,0.7484,0.9219,0.1593,0.7233,0.907,0.8601
ind_56_ind_91,0.187,0.8189,0.8868,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_92,0.1065,0.6969,0.8868,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_93,0.2442,0.8425,0.7358,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_94,0.1974,0.752,0.8491,0.7244,0.9873,0.3593,0.8781,0.9163,0.7712
ind_56_ind_95,0.2468,0.7165,0.6038,0.7228,0.9889,0.5661,0.9259,0.9367,0.7582
ind_56_ind_96,0.1532,0.7008,0.3585,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_97,0.1948,0.7008,0.9434,0.7348,0.979,0.4814,0.905,0.9367,0.8261
ind_56_ind_98,0.213,0.6984,0.7925,0.7244,0.9675,0.4203,0.8878,0.9955,0.7701
ind_56_ind_99,0.2597,0.7992,0.7736,0.7228,0.981,0.4203,0.8852,0.9672,0.7599
ind_56_ind_100,0.2675,0.815,0.9434,0.7236,0.9794,0.5797,0.9259,0.9672,0.7619
ind_56_ind_101,0.2597,0.8228,0.9623,0.7268,0.9948,0.5186,0.9179,0.8258,0.7784
ind_56_ind_102,0.1922,0.8031,0.9434,0.7292,0.9624,0.3254,0.856,0.907,0.8123
ind_56_ind_103,0.1221,0.6142,0.9057,0.7252,0.9996,0.4915,0.9174,0.9536,0.7705
ind_56_ind_104,0.2961,0.7717,0.6792,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_105,0.1377,0.7244,0.9623,0.7236,0.9556,0.322,0.825,0.7692,0.7699
ind_56_ind_106,0.2701,0.7008,0.5472,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_107,0.2312,0.6417,0.9245,0.7228,0.9517,0.3186,0.7985,0.7919,0.7633
ind_56_ind_108,0.1948,0.6811,0.6981,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_109,0.0623,0.6063,0.8868,0.7252,0.9921,0.2305,0.8516,0.7975,0.781
ind_56_ind_110,0.2,0.6614,0.4717,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_111,0.0649,0.5669,0.9623,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_112,0.2597,0.7717,0.7358,0.722,0.9814,0.4,0.8719,0.907,0.7546
ind_56_ind_113,0.1351,0.6024,0.9434,0.73,0.9972,0.4203,0.8993,0.9219,0.8016
ind_56_ind_114,0.0442,0.4488,0.6981,0.7228,0.958,0.3322,0.8516,0.8824,0.7612
ind_57_ind_58,0.6052,0.9528,0.9245,0.7772,0.9956,0.9932,0.9986,1.0,0.8455
ind_57_ind_59,0.7792,0.7165,0.9057,0.6318,0.9842,0.9966,0.9966,1.0,0.5257
ind_57_ind_60,0.7558,0.8661,0.9511,0.5128,0.9917,0.9831,0.9963,1.0,0.6212
ind_57_ind_61,0.8078,0.811,0.9511,0.4856,0.9842,0.9966,0.9947,1.0,0.5416
ind_57_ind_62,0.787,0.9528,0.8868,0.8163,0.9905,0.9695,0.9949,1.0,0.9624
ind_57_ind_63,0.7714,0.6457,0.9511,0.3994,0.9992,0.9932,0.9995,1.0,0.5011
ind_57_ind_64,0.8649,0.9764,0.8113,0.6262,0.9992,0.9932,0.9995,1.0,0.6963
ind_57_ind_65,0.5481,0.8976,0.9511,0.4625,0.9956,0.9627,0.9968,1.0,0.5381
ind_57_ind_66,0.761,0.2441,0.9811,0.9457,0.9909,0.9797,0.997,1.0,0.8524
ind_57_ind_67,0.5844,0.8819,0.9057,0.7284,0.9901,0.9729,0.9979,1.0,0.7366
ind_57_ind_68,0.9455,0.9606,0.8113,0.5583,0.9921,0.9932,0.9996,0.9944,0.6368
ind_57_ind_69,0.9792,0.8504,0.9511,0.3698,0.9711,1.0,0.9935,0.9932,0.4751
ind_57_ind_70,0.8234,0.7874,1.0,0.8027,0.996,0.9932,0.9996,0.9865,0.8303
ind_57_ind_71,0.8961,0.8031,0.9623,0.9872,0.998,0.9898,0.9991,0.9831,0.9822
ind_57_ind_72,0.8675,0.8661,0.9245,1.0,0.9941,0.9831,0.9984,0.965,0.9494
ind_57_ind_73,0.8597,0.7165,0.9811,0.6637,0.9929,0.9695,0.9982,0.9899,0.7463
ind_57_ind_74,0.9688,0.9528,0.9511,0.6741,0.9905,0.9898,0.9977,1.0,0.835
ind_57_ind_75,0.6026,0.8346,0.9057,0.8251,0.9992,0.9898,0.9979,1.0,0.9051
ind_57_ind_76,0.8805,0.8819,0.8868,0.9129,0.9992,0.9797,0.9993,1.0,0.9496
ind_57_ind_77,0.6364,0.8031,0.9434,0.9289,0.9806,1.0,0.9981,1.0,0.8724
ind_57_ind_78,0.8468,0.8031,0.9245,0.8474,0.9964,0.9695,0.9982,1.0,0.9177
ind_57_ind_79,0.7143,0.3654,0.6981,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_80,0.8597,0.5,0.9434,0.3794,0.9782,0.4339,0.9009,0.9865,0.5386
ind_57_ind_81,0.7662,0.5827,0.9811,0.3714,0.9814,0.4712,0.9287,0.9469,0.4883
ind_57_ind_82,0.9584,0.6299,0.8491,0.3714,0.9893,0.5932,0.9464,0.8168,0.4855
ind_57_ind_83,0.9039,0.5197,0.9811,0.3698,0.9782,0.3627,0.839,0.6019,0.4884
ind_57_ind_84,0.6805,0.378,0.4151,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_85,0.7844,0.4331,0.9811,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_86,0.7662,0.4409,0.6981,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_87,0.8675,0.626,0.6981,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_88,0.9974,0.5827,0.9623,0.3698,0.9786,0.1898,0.7682,0.8924,0.494
ind_57_ind_89,0.7273,0.4606,0.5849,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_90,0.9922,0.6732,0.8491,0.3946,0.918,0.1695,0.7222,0.8924,0.8596
ind_57_ind_91,0.7714,0.5906,0.8491,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_92,0.6909,0.4685,0.9245,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_93,0.8286,0.6142,0.6981,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_94,0.7818,0.5236,0.8113,0.3706,0.9834,0.3695,0.877,0.9016,0.4909
ind_57_ind_95,0.8312,0.4882,0.566,0.369,0.9849,0.5763,0.9248,0.9513,0.478
ind_57_ind_96,0.7377,0.4724,0.3208,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_97,0.7792,0.4724,0.9811,0.381,0.975,0.4915,0.9039,0.9513,0.5458
ind_57_ind_98,0.7974,0.4701,0.7547,0.3706,0.9635,0.4305,0.8868,0.9808,0.4898
ind_57_ind_99,0.8442,0.5709,0.7358,0.369,0.977,0.4305,0.8841,0.9525,0.4796
ind_57_ind_100,0.8519,0.5866,0.9811,0.3698,0.9754,0.5898,0.9248,0.9525,0.4816
ind_57_ind_101,0.8442,0.5945,0.9245,0.373,0.9988,0.5288,0.9168,0.8111,0.4981
ind_57_ind_102,0.7766,0.5748,0.9811,0.3754,0.9584,0.3356,0.8549,0.8924,0.5321
ind_57_ind_103,0.7065,0.3858,0.8679,0.3714,0.9956,0.5017,0.9163,0.9683,0.4902
ind_57_ind_104,0.8805,0.5433,0.6415,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_105,0.7221,0.4961,1.0,0.3698,0.9517,0.3322,0.824,0.7546,0.4896
ind_57_ind_106,0.8545,0.4724,0.5094,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_107,0.8156,0.4134,0.8868,0.369,0.9477,0.3288,0.7974,0.7772,0.483
ind_57_ind_108,0.7792,0.4528,0.6604,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_109,0.6468,0.378,0.8491,0.3714,0.996,0.2407,0.8505,0.7829,0.5007
ind_57_ind_110,0.7844,0.4331,0.434,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_111,0.6494,0.3386,0.9245,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_112,0.8442,0.5433,0.6981,0.3682,0.9774,0.4102,0.8708,0.8924,0.4743
ind_57_ind_113,0.7195,0.374,0.9811,0.3762,0.9933,0.4305,0.8983,0.9073,0.5213
ind_57_ind_114,0.6286,0.2205,0.6604,0.369,0.954,0.3424,0.8505,0.8677,0.4809
ind_58_ind_59,0.826,0.6693,0.9811,0.4089,0.9798,0.9898,0.9981,1.0,0.3712
ind_58_ind_60,0.361,0.8189,0.9734,0.7356,0.9873,0.9898,0.9977,1.0,0.7756
ind_58_ind_61,0.7974,0.8583,0.9734,0.7085,0.9885,0.9966,0.9933,1.0,0.696
ind_58_ind_62,0.3922,0.9055,0.9623,0.9609,0.9861,0.9763,0.9963,1.0,0.8831
ind_58_ind_63,0.8338,0.5984,0.9734,0.6222,0.9964,1.0,0.9991,1.0,0.6556
ind_58_ind_64,0.4701,0.9764,0.8868,0.849,0.9964,1.0,0.9991,1.0,0.8507
ind_58_ind_65,0.9429,0.9449,0.9734,0.6853,0.9913,0.9695,0.9954,1.0,0.6926
ind_58_ind_66,0.8442,0.1969,0.9057,0.7228,0.9865,0.9864,0.9984,1.0,0.6979
ind_58_ind_67,0.1896,0.8346,0.8302,0.9513,0.9945,0.9661,0.9965,1.0,0.8911
ind_58_ind_68,0.6597,0.9921,0.8868,0.7812,0.9964,0.9864,0.9989,0.9944,0.7912
ind_58_ind_69,0.626,0.8031,0.9734,0.5927,0.9754,0.9932,0.992,0.9932,0.6296
ind_58_ind_70,0.7818,0.7402,0.9245,0.9744,0.9917,1.0,0.9982,0.9865,0.9847
ind_58_ind_71,0.5013,0.7559,0.9623,0.7644,0.9976,0.9831,0.9977,0.9831,0.8634
ind_58_ind_72,0.4727,0.8189,1.0,0.7772,0.9984,0.9763,0.997,0.965,0.8961
ind_58_ind_73,0.7455,0.6693,0.9057,0.8866,0.9885,0.9763,0.9996,0.9899,0.9007
ind_58_ind_74,0.574,0.9055,0.9734,0.4513,0.9948,0.9966,0.9963,1.0,0.6806
ind_58_ind_75,0.9974,0.7874,0.8302,0.9521,0.9948,0.9966,0.9993,1.0,0.9404
ind_58_ind_76,0.7247,0.9291,0.9623,0.8642,0.9948,0.9729,0.9993,1.0,0.8959
ind_58_ind_77,0.9688,0.7559,0.8679,0.7061,0.9849,0.9932,0.9995,1.0,0.7179
ind_58_ind_78,0.7584,0.7559,1.0,0.9297,0.9992,0.9763,0.9996,1.0,0.9278
ind_58_ind_79,0.3195,0.3181,0.7736,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_80,0.4649,0.4528,0.9811,0.6022,0.9739,0.4407,0.9023,0.9865,0.6931
ind_58_ind_81,0.3714,0.5354,0.9057,0.5942,0.9857,0.478,0.9301,0.9469,0.6427
ind_58_ind_82,0.5636,0.5827,0.7736,0.5942,0.9937,0.6,0.9478,0.8168,0.6399
ind_58_ind_83,0.5091,0.4724,0.9434,0.5927,0.9739,0.3695,0.8404,0.6019,0.6429
ind_58_ind_84,0.2857,0.3307,0.4906,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_85,0.3896,0.3858,0.9057,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_86,0.3714,0.3937,0.7736,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_87,0.4727,0.5787,0.7736,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_88,0.6026,0.5354,0.8868,0.5927,0.9742,0.1966,0.7696,0.8924,0.6485
ind_58_ind_89,0.3325,0.4134,0.6604,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_90,0.5974,0.626,0.7736,0.6174,0.9136,0.1763,0.7236,0.8924,0.9859
ind_58_ind_91,0.3766,0.5433,0.9245,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_92,0.2961,0.4213,0.8491,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_93,0.4338,0.5669,0.7736,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_94,0.387,0.4764,0.8868,0.5935,0.979,0.3763,0.8785,0.9016,0.6454
ind_58_ind_95,0.4364,0.4409,0.6415,0.5919,0.9806,0.5831,0.9262,0.9513,0.6324
ind_58_ind_96,0.3429,0.4252,0.3962,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_97,0.3844,0.4252,0.9057,0.6038,0.9707,0.4983,0.9053,0.9513,0.7003
ind_58_ind_98,0.4026,0.4228,0.8302,0.5935,0.9592,0.4373,0.8882,0.9808,0.6442
ind_58_ind_99,0.4494,0.5236,0.8113,0.5919,0.9727,0.4373,0.8855,0.9525,0.634
ind_58_ind_100,0.4571,0.5394,0.9057,0.5927,0.9711,0.5966,0.9262,0.9525,0.6361
ind_58_ind_101,0.4494,0.5472,1.0,0.5958,0.9968,0.5356,0.9183,0.8111,0.6526
ind_58_ind_102,0.3818,0.5276,0.9057,0.5982,0.954,0.3424,0.8563,0.8924,0.6865
ind_58_ind_103,0.3117,0.3386,0.9434,0.5942,0.9913,0.5085,0.9177,0.9683,0.6447
ind_58_ind_104,0.4857,0.4961,0.717,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_105,0.3273,0.4488,0.9245,0.5927,0.9473,0.339,0.8254,0.7546,0.6441
ind_58_ind_106,0.4597,0.4252,0.5849,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_107,0.4208,0.3661,0.9623,0.5919,0.9433,0.3356,0.7988,0.7772,0.6375
ind_58_ind_108,0.3844,0.4055,0.7358,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_109,0.2519,0.3307,0.9245,0.5942,0.9996,0.2475,0.8519,0.7829,0.6551
ind_58_ind_110,0.3896,0.3858,0.5094,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_111,0.2545,0.2913,1.0,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_112,0.4494,0.4961,0.7736,0.5911,0.9731,0.4169,0.8723,0.8924,0.6288
ind_58_ind_113,0.3247,0.3268,0.9057,0.599,0.9889,0.4373,0.8997,0.9073,0.6758
ind_58_ind_114,0.2338,0.1732,0.7358,0.5919,0.9497,0.3492,0.8519,0.8677,0.6354
ind_59_ind_60,0.5351,0.8504,0.9545,0.1446,0.9925,0.9797,0.9996,1.0,0.1468
ind_59_ind_61,0.9714,0.5276,0.9545,0.1174,0.9683,0.9932,0.9913,1.0,0.0673
ind_59_ind_62,0.5662,0.7638,0.9811,0.4481,0.9937,0.9661,0.9982,1.0,0.4881
ind_59_ind_63,0.9922,0.9291,0.9545,0.0312,0.9834,0.9898,0.9972,1.0,0.0268
ind_59_ind_64,0.6442,0.6929,0.9057,0.258,0.9834,0.9898,0.9972,1.0,0.222
ind_59_ind_65,0.7688,0.6142,0.9545,0.0942,0.9885,0.9593,0.9935,1.0,0.0638
ind_59_ind_66,0.9818,0.5276,0.8868,0.6861,0.9933,0.9763,0.9996,1.0,0.6733
ind_59_ind_67,0.3636,0.8346,0.8113,0.3602,0.9742,0.9763,0.9945,1.0,0.2623
ind_59_ind_68,0.8338,0.6772,0.9057,0.1901,0.9762,0.9966,0.997,0.9944,0.1625
ind_59_ind_69,0.8,0.8661,0.9545,0.0016,0.9552,0.9966,0.9901,0.9932,0.0008
ind_59_ind_70,0.9558,0.9291,0.9057,0.4345,0.9881,0.9898,0.9963,0.9865,0.356
ind_59_ind_71,0.6753,0.9134,0.9434,0.6446,0.9822,0.9932,0.9958,0.9831,0.5079
ind_59_ind_72,0.6468,0.8504,0.9811,0.6318,0.9782,0.9864,0.995,0.965,0.4751
ind_59_ind_73,0.9195,1.0,0.8868,0.2955,0.9913,0.9661,0.9984,0.9899,0.2719
ind_59_ind_74,0.7481,0.7638,0.9545,0.9577,0.9746,0.9864,0.9943,1.0,0.6907
ind_59_ind_75,0.8234,0.8819,0.8113,0.4569,0.9849,0.9864,0.9988,1.0,0.4308
ind_59_ind_76,0.8987,0.5984,0.9811,0.5447,0.9849,0.9831,0.9973,1.0,0.4753
ind_59_ind_77,0.8571,0.9134,0.8491,0.7029,0.9647,0.9966,0.9986,1.0,0.6533
ind_59_ind_78,0.9325,0.9134,0.9811,0.4792,0.9806,0.9661,0.9984,1.0,0.4434
ind_59_ind_79,0.4935,0.6488,0.7925,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_80,0.639,0.7835,0.9623,0.0112,0.9941,0.4305,0.9043,0.9865,0.0643
ind_59_ind_81,0.5455,0.8661,0.8868,0.0032,0.9655,0.4678,0.9321,0.9469,0.014
ind_59_ind_82,0.7377,0.9134,0.7547,0.0032,0.9735,0.5898,0.9498,0.8168,0.0111
ind_59_ind_83,0.6831,0.8031,0.9245,0.0016,0.9941,0.3593,0.8424,0.6019,0.0141
ind_59_ind_84,0.4597,0.6614,0.5094,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_85,0.5636,0.7165,0.8868,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_86,0.5455,0.7244,0.7925,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_87,0.6468,0.9094,0.7925,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_88,0.7766,0.8661,0.8679,0.0016,0.9945,0.1864,0.7716,0.8924,0.0197
ind_59_ind_89,0.5065,0.7441,0.6792,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_90,0.7714,0.9567,0.7547,0.0264,0.9338,0.1661,0.7256,0.8924,0.3853
ind_59_ind_91,0.5506,0.874,0.9434,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_92,0.4701,0.752,0.8302,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_93,0.6078,0.8976,0.7925,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_94,0.561,0.8071,0.9057,0.0024,0.9992,0.3661,0.8804,0.9016,0.0166
ind_59_ind_95,0.6104,0.7717,0.6604,0.0008,0.9992,0.5729,0.9282,0.9513,0.0036
ind_59_ind_96,0.5169,0.7559,0.4151,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_97,0.5584,0.7559,0.8868,0.0128,0.9909,0.4881,0.9073,0.9513,0.0715
ind_59_ind_98,0.5766,0.7535,0.8491,0.0024,0.9794,0.4271,0.8901,0.9808,0.0155
ind_59_ind_99,0.6234,0.8543,0.8302,0.0008,0.9929,0.4271,0.8875,0.9525,0.0053
ind_59_ind_100,0.6312,0.8701,0.8868,0.0016,0.9913,0.5864,0.9282,0.9525,0.0073
ind_59_ind_101,0.6234,0.878,0.9811,0.0048,0.983,0.5254,0.9202,0.8111,0.0238
ind_59_ind_102,0.5558,0.8583,0.8868,0.0072,0.9742,0.3322,0.8583,0.8924,0.0577
ind_59_ind_103,0.4857,0.6693,0.9623,0.0032,0.9885,0.4983,0.9197,0.9683,0.0159
ind_59_ind_104,0.6597,0.8268,0.7358,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_105,0.5013,0.7795,0.9057,0.0016,0.9675,0.3288,0.8273,0.7546,0.0153
ind_59_ind_106,0.6338,0.7559,0.6038,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_107,0.5948,0.6969,0.9811,0.0008,0.9635,0.3254,0.8008,0.7772,0.0087
ind_59_ind_108,0.5584,0.7362,0.7547,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_109,0.426,0.6614,0.9434,0.0032,0.9802,0.2373,0.8539,0.7829,0.0264
ind_59_ind_110,0.5636,0.7165,0.5283,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_111,0.4286,0.622,0.9811,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_112,0.6234,0.8268,0.7925,0.0,0.9933,0.4068,0.8742,0.8924,0.0
ind_59_ind_113,0.4987,0.6575,0.8868,0.008,0.9909,0.4271,0.9016,0.9073,0.047
ind_59_ind_114,0.4078,0.5039,0.7547,0.0008,0.9699,0.339,0.8539,0.8677,0.0066
ind_60_ind_61,0.5636,0.6772,1.0,0.9728,0.9758,0.9864,0.991,1.0,0.9204
ind_60_ind_62,0.9688,0.9134,0.9357,0.6965,0.9988,0.9864,0.9986,1.0,0.6588
ind_60_ind_63,0.5273,0.7795,1.0,0.8866,0.9909,0.9898,0.9968,1.0,0.88
ind_60_ind_64,0.8909,0.8425,0.8602,0.8866,0.9909,0.9898,0.9968,1.0,0.9249
ind_60_ind_65,0.3039,0.7638,1.0,0.9497,0.996,0.9797,0.9931,1.0,0.9169
ind_60_ind_66,0.5169,0.378,0.9323,0.4585,0.9992,0.9966,0.9993,1.0,0.4736
ind_60_ind_67,0.8286,0.9843,0.8568,0.7843,0.9818,0.9559,0.9942,1.0,0.8846
ind_60_ind_68,0.7013,0.8268,0.8602,0.9545,0.9838,0.9763,0.9966,0.9944,0.9844
ind_60_ind_69,0.7351,0.9843,1.0,0.857,0.9628,0.9831,0.9897,0.9932,0.854
ind_60_ind_70,0.5792,0.9213,0.9511,0.7101,0.9956,0.9898,0.9959,0.9865,0.7909
ind_60_ind_71,0.8597,0.937,0.9889,0.5,0.9897,0.9729,0.9954,0.9831,0.639
ind_60_ind_72,0.8883,1.0,0.9734,0.5128,0.9857,0.9661,0.9947,0.965,0.6717
ind_60_ind_73,0.6156,0.8504,0.9323,0.849,0.9988,0.9864,0.9981,0.9899,0.8749
ind_60_ind_74,0.787,0.9134,1.0,0.1869,0.9822,0.9932,0.994,1.0,0.4562
ind_60_ind_75,0.3584,0.9685,0.8568,0.6877,0.9925,0.9932,0.9984,1.0,0.716
ind_60_ind_76,0.6364,0.748,0.9357,0.5998,0.9925,0.9627,0.997,1.0,0.6715
ind_60_ind_77,0.3922,0.937,0.8945,0.4417,0.9723,0.9831,0.9982,1.0,0.4935
ind_60_ind_78,0.6026,0.937,0.9734,0.6653,0.9881,0.9864,0.9981,1.0,0.7035
ind_60_ind_79,0.9584,0.4992,0.747,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_80,0.8961,0.6339,0.9923,0.8666,0.9865,0.4508,0.9046,0.9865,0.9175
ind_60_ind_81,0.9896,0.7165,0.9323,0.8586,0.9731,0.4881,0.9324,0.9469,0.8671
ind_60_ind_82,0.7974,0.7638,0.8002,0.8586,0.981,0.6102,0.9501,0.8168,0.8643
ind_60_ind_83,0.8519,0.6535,0.97,0.857,0.9865,0.3797,0.8427,0.6019,0.8673
ind_60_ind_84,0.9247,0.5118,0.464,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_85,0.9714,0.5669,0.9323,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_86,0.9896,0.5748,0.747,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_87,0.8883,0.7598,0.747,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_88,0.7584,0.7165,0.9134,0.857,0.9869,0.2068,0.7719,0.8924,0.8729
ind_60_ind_89,0.9714,0.5945,0.6338,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_90,0.7636,0.8071,0.8002,0.8818,0.9263,0.1864,0.7259,0.8924,0.7616
ind_60_ind_91,0.9844,0.7244,0.8979,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_92,0.9351,0.6024,0.8757,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_93,0.9273,0.748,0.747,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_94,0.974,0.6575,0.8602,0.8578,0.9917,0.3864,0.8808,0.9016,0.8698
ind_60_ind_95,0.9247,0.622,0.6149,0.8562,0.9933,0.5932,0.9285,0.9513,0.8568
ind_60_ind_96,0.9818,0.6063,0.3696,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_97,0.9766,0.6063,0.9323,0.8682,0.9834,0.5085,0.9076,0.9513,0.9247
ind_60_ind_98,0.9584,0.6039,0.8036,0.8578,0.9719,0.4475,0.8905,0.9808,0.8686
ind_60_ind_99,0.9117,0.7047,0.7847,0.8562,0.9853,0.4475,0.8878,0.9525,0.8584
ind_60_ind_100,0.9039,0.7205,0.9323,0.857,0.9838,0.6068,0.9285,0.9525,0.8604
ind_60_ind_101,0.9117,0.7283,0.9734,0.8602,0.9905,0.5458,0.9206,0.8111,0.8769
ind_60_ind_102,0.9792,0.7087,0.9323,0.8626,0.9667,0.3525,0.8586,0.8924,0.9109
ind_60_ind_103,0.9506,0.5197,0.9168,0.8586,0.996,0.5186,0.92,0.9683,0.8691
ind_60_ind_104,0.8753,0.6772,0.6904,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
ind_60_ind_105,0.9662,0.6299,0.9511,0.857,0.96,0.3492,0.8277,0.7546,0.8684
ind_60_ind_106,0.9013,0.6063,0.5583,0.8554,0.9857,0.4271,0.8746,0.8924,0.8532
