pair,grain.yield,grain.number,seed.size,anthesis,silking,plant.height,tassel.height,ear.height
LH39_Lo904,0.6883,0.6524,0.9454,0.652,0.7432,0.6276,0.62,0.5616
LH39_Lp5,0.9392,0.9369,0.9514,0.9051,0.9876,0.8303,0.7712,0.8101
LH39_ML606,0.8607,0.898,0.9116,0.8844,0.8583,0.7951,0.948,0.8093
LH39_MS153,0.8215,0.7747,0.8405,0.9143,0.8569,0.7653,0.7868,0.5642
LH39_MS71,0.8567,0.8962,0.9257,0.744,0.732,0.9094,0.9518,0.8666
LH39_Mo15W,0.9561,0.9316,0.8295,0.4431,0.3909,0.7533,0.874,0.5701
LH39_Mo17,0.9579,0.9445,0.7112,0.5221,0.5092,0.6968,0.7431,0.5162
LH39_N16,0.9199,0.864,0.709,0.3882,0.4663,0.5976,0.6739,0.43
LH39_N192,0.9989,0.9632,0.924,0.9353,0.9861,0.9278,0.9947,0.9507
LH39_N22,0.9033,0.986,0.8884,0.5753,0.5341,0.8746,0.988,0.703
LH39_N25,0.7591,0.7556,0.9127,0.5987,0.5228,0.7309,0.7292,0.7008
LH39_N6,0.8285,0.8569,0.9927,0.8046,0.7598,0.8838,0.9302,0.8144
LH39_NC290,0.8771,0.8871,0.8511,0.5955,0.5665,0.6714,0.6447,0.8593
LH39_NC358,0.9826,0.6601,0.7464,0.44,0.4156,0.6316,0.7908,0.6373
LH39_NDB8,0.7042,0.6709,0.9543,0.9649,0.9563,0.9598,0.9606,0.6513
LH39_NK764,0.9282,0.9584,0.9473,0.9532,0.9615,0.9852,0.8877,0.9877
LH39_NK807,0.947,0.9255,0.9317,0.9796,0.9412,0.7881,0.8314,0.8033
LH39_NQ508,0.8318,0.8704,0.884,0.7182,0.7766,0.7284,0.7124,0.4997
LH39_NS701,0.8266,0.9097,0.7992,0.6532,0.7858,0.7285,0.7163,0.5994
LH39_Oh02,0.9203,0.9839,0.8709,0.3595,0.4566,0.4987,0.6038,0.2818
LH39_Oh33,0.8203,0.8785,0.8433,0.7756,0.7781,0.7333,0.8685,0.7944
LH39_Oh40B,0.9165,0.9072,0.9021,0.7071,0.6711,0.7099,0.674,0.7466
LH39_Oh43,0.9497,0.9166,0.9611,0.8576,0.8077,0.7646,0.7951,0.778
LH39_Os426,0.8523,0.8251,0.9447,0.5083,0.5471,0.5295,0.6583,0.2879
LH39_P465P,0.9768,0.9086,0.896,0.7667,0.7152,0.7071,0.7819,0.6921
LH39_PB116,0.7678,0.8294,0.8208,0.7189,0.8543,0.7735,0.7908,0.6306
LH39_PB98TR,0.8994,0.9027,0.9981,0.6109,0.5135,0.538,0.5698,0.3554
LH39_PH207,0.964,0.9732,0.8989,0.8811,0.8791,0.8854,0.9546,0.8598
LH39_PHB09,0.9662,0.9481,0.7787,0.7347,0.813,0.7703,0.9173,0.6519
LH39_PHG35,0.6381,0.7018,0.8572,0.4536,0.6429,0.5591,0.478,0.6069
LH39_PHG39,0.7817,0.8615,0.8041,0.5572,0.7041,0.5595,0.6728,0.6678
LH39_PHG47,0.9727,0.9401,0.9473,0.9236,0.9972,0.9127,0.9457,0.9842
LH39_PHG50,0.8982,0.9224,0.9941,0.9583,0.9749,0.852,0.9593,0.8141
LH39_PHG71,0.9636,0.9345,0.8553,0.9533,0.9943,0.9283,0.9201,0.7935
LH39_PHG80,0.8206,0.9002,0.802,0.6687,0.7908,0.8828,0.9514,0.8113
LH39_PHG83,0.807,0.9093,0.8033,0.7252,0.7713,0.7381,0.8909,0.8521
LH39_PHG84,0.8009,0.8351,0.8704,0.429,0.5367,0.6267,0.7161,0.7212
LH39_PHG86,0.8133,0.8079,0.9836,0.6201,0.8292,0.6704,0.7172,0.5928
LH39_PHH93,0.9553,0.9443,0.9915,0.9762,0.9723,0.911,0.9615,0.7966
LH39_PHJ40,0.9366,0.9286,0.9813,0.969,0.926,0.8775,0.9945,0.7954
LH39_PHK29,0.6842,0.6806,0.9333,0.6527,0.6312,0.7236,0.7927,0.6265
LH39_PHK76,0.8236,0.9039,0.8305,0.6806,0.8753,0.6142,0.6018,0.6841
LH39_PHR36,0.8804,0.8426,0.9737,0.7517,0.7931,0.7764,0.9934,0.6283
LH39_PHT77,0.9122,0.8801,0.9998,0.7182,0.7598,0.7405,0.8032,0.7481
LH39_PHV63,0.8113,0.7265,0.9139,0.5566,0.6539,0.9039,0.9526,0.7026
LH39_PHW65,0.6832,0.7411,0.8543,0.4881,0.6196,0.7976,0.8859,0.8193
LH39_PHZ51,0.7678,0.7711,0.9462,0.5217,0.6263,0.3794,0.4899,0.4128
LH39_Pa36,0.5008,0.626,0.6011,0.8833,0.9035,0.9849,0.9217,0.8112
LH39_Pa405,0.7646,0.8642,0.7875,0.8379,0.7749,0.8192,0.8732,0.7479
LH39_Pa91,0.8849,0.9098,0.8049,0.4154,0.4592,0.6713,0.7623,0.5847
LH39_SC-Malawi,0.9303,0.9852,0.684,0.2708,0.2704,0.6967,0.7628,0.3702
LH39_SGI061,0.7629,0.846,0.831,0.7294,0.8904,0.5408,0.5325,0.5458
LH39_UH250,0.9113,0.8889,0.9829,0.8811,0.8098,0.9424,0.9618,0.858
LH39_UH304,0.9526,0.9942,0.9429,0.9343,0.8485,0.9402,0.9596,0.8678
LH39_UH_2500,0.679,0.7855,0.7336,0.9355,0.9217,0.8962,0.9337,0.8688
LH39_UH_6102,0.9511,0.9413,0.9889,0.9461,0.8888,0.8236,0.9535,0.8629
LH39_UH_6179,0.9635,0.9256,0.9627,0.9172,0.9018,0.7203,0.6685,0.7109
LH39_UH_P024,0.9299,0.9948,0.8498,0.9016,0.8613,0.7699,0.7033,0.9013
LH39_UH_P060,0.89,0.8598,0.997,0.9273,0.9177,0.9062,0.9825,0.9121
LH39_UH_P064,0.9887,0.8871,0.8167,0.9737,0.9102,0.7548,0.6263,0.7064
LH39_UH_P074,0.9752,0.8735,0.8726,0.8775,0.8468,0.8689,0.9527,0.7656
LH39_UH_P087,0.8278,0.7832,0.8873,0.8968,0.8617,0.8243,0.9287,0.739
LH39_UH_P089,0.9886,0.9968,0.9991,0.9257,0.8978,0.9065,0.8313,0.8968
LH39_UH_P104,0.8952,0.8473,0.9847,0.7744,0.7296,0.9218,0.9768,0.8782
LH39_UH_P115,0.9816,0.9949,0.8761,0.9912,0.9637,0.7595,0.7602,0.6928
LH39_UH_P128,0.9923,0.9197,0.8756,0.9908,0.9981,0.8571,0.9062,0.74
LH39_UH_P148,0.9666,0.9125,0.7885,0.9288,0.8715,0.9263,0.9005,0.9999
LH39_UH_S018,0.9157,0.8433,0.8871,0.7587,0.7024,0.7185,0.8665,0.6196
LH39_UH_S020,0.9095,0.9533,0.9309,0.6366,0.721,0.6211,0.6149,0.4506
LH39_UH_S025,0.9809,0.9888,0.911,0.9582,0.9997,0.8263,0.9006,0.8382
LH39_Va26,0.9637,0.9431,0.9392,0.7992,0.7732,0.4783,0.5788,0.5616
LH39_W117,0.8061,0.7688,0.9998,0.842,0.9775,0.8944,0.8705,0.9801
LH39_W153R,0.8939,0.8054,0.8258,0.9207,0.9886,0.7867,0.9763,0.7845
LH39_W182E,0.7715,0.7112,0.8878,0.8172,0.7945,0.9765,0.8934,0.9425
LH39_W23,0.7141,0.8697,0.6957,0.8295,0.8086,0.5384,0.6864,0.5877
LH39_W602S,0.886,0.9385,0.7747,0.8802,0.7383,0.835,0.9221,0.7262
LH39_W604S,0.9526,0.9142,0.887,0.6437,0.7569,0.7477,0.6925,0.6703
LH39_W64A,0.933,0.9587,0.9588,0.8826,0.9066,0.9466,0.9441,0.8986
LH39_W9,0.6892,0.8588,0.6324,0.9279,0.9928,0.9118,0.9695,0.9268
LH39_W95115,0.7923,0.7635,0.9769,0.9086,0.863,0.9443,0.9076,0.9623
LH39_Wf9,0.912,0.9092,0.9136,0.772,0.7102,0.7228,0.7403,0.7585
LH59_LH60,0.8132,0.7983,0.9909,0.8854,0.9744,0.9906,0.7899,0.9332
LH59_LH65,0.8848,0.9312,0.9312,0.8873,0.923,0.8651,0.6939,0.7889
LH59_LH74,0.9526,0.9848,0.8737,0.9215,0.7799,0.8687,0.9025,0.9721
LH59_LH82,0.9628,0.8277,0.6689,0.7989,0.6049,0.8453,0.6951,0.8778
LH59_LH93,0.7861,0.6554,0.7697,0.9313,0.9827,0.889,0.6561,0.8562
LH59_Lo1016,0.785,0.7506,0.9096,0.8707,0.9606,0.696,0.6927,0.6039
LH59_Lo1026,0.8311,0.7889,0.8712,0.905,0.8771,0.8688,0.8367,0.8164
LH59_Lo1035,0.7846,0.7826,0.9862,0.835,0.9213,0.843,0.814,0.7867
LH59_Lo1038,0.6234,0.4551,0.8013,0.767,0.7595,0.8224,0.919,0.8718
LH59_Lo1056,0.8424,0.7813,0.8894,0.7134,0.773,0.903,0.8692,0.7223
LH59_Lo1063,0.8851,0.8019,0.8903,0.6695,0.9102,0.8022,0.8295,0.8946
LH59_Lo1087,0.5486,0.5385,0.9884,0.6393,0.7739,0.9192,0.8741,0.7828
LH59_Lo1094,0.8232,0.7755,0.8337,0.9263,0.9139,0.9823,0.9982,0.9142
LH59_Lo1095,0.7097,0.7293,0.9796,0.9003,0.9414,0.9919,0.8763,0.9679
LH59_Lo1101,0.8108,0.8152,0.9857,0.8423,0.6805,0.9265,0.8544,0.9937
LH59_Lo1106,0.7581,0.7927,0.978,0.9024,0.9711,0.8751,0.8548,0.7531
LH59_Lo1123,0.9256,0.979,0.9441,0.8997,0.7128,0.9978,0.9812,0.9825
LH59_Lo1124,0.8879,0.992,0.7963,0.9222,0.975,0.9007,0.8734,0.9224
LH59_Lo1172,0.7937,0.8488,0.9884,0.9383,0.86,0.8477,0.9025,0.9332
LH59_Lo1180,0.9675,0.9984,0.9328,0.8297,0.7374,0.9828,0.8399,0.7948
LH59_Lo1187,0.9213,0.8905,0.8898,0.9327,0.851,0.9407,0.9484,0.8317
LH59_Lo1199,0.7731,0.7179,0.8625,0.9007,0.9168,0.7559,0.8236,0.7515
LH59_Lo1203,0.6833,0.5841,0.8264,0.8798,0.9442,0.7421,0.6943,0.7555
LH59_Lo1223,0.662,0.721,0.9565,0.9463,0.9028,0.7684,0.8268,0.8927
LH59_Lo1242,0.8573,0.9172,0.9179,0.9494,0.8401,0.9051,0.8586,0.9094
LH59_Lo1251,0.6299,0.6549,0.932,0.799,0.8669,0.8232,0.7054,0.7281
LH59_Lo1253,0.6101,0.7025,0.9531,0.9071,0.9999,0.5431,0.6353,0.4867
LH59_Lo1261,0.6675,0.6723,0.9678,0.9141,0.9578,0.8623,0.8972,0.7304
LH59_Lo1266,0.6617,0.7524,0.915,0.8826,0.9414,0.83,0.8681,0.9431
LH59_Lo1270,0.7548,0.7594,0.9699,0.8181,0.8938,0.8544,0.8137,0.9089
LH59_Lo1273,0.8354,0.9586,0.8415,0.9728,0.8669,0.8836,0.8063,0.8994
LH59_Lo1274,0.9412,0.9632,0.8967,0.9806,0.893,0.8346,0.7017,0.8623
LH59_Lo1280,0.9256,0.9559,0.6361,0.9735,0.9346,0.9123,0.9125,0.9775
LH59_Lo1282,0.7156,0.8342,0.8354,0.9442,0.9362,0.7587,0.7781,0.8154
LH59_Lo1284,0.8736,0.9853,0.8526,0.9124,0.9406,0.925,0.9424,0.8093
LH59_Lo1288,0.6123,0.7154,0.8757,0.7527,0.9277,0.9283,0.9206,0.811
LH59_Lo1290,0.8358,0.9152,0.9094,0.9212,0.9965,0.9511,0.9714,0.9377
LH59_Lo1301,0.6433,0.5423,0.815,0.9955,0.8088,0.9816,0.9889,0.954
LH59_Lo904,0.7377,0.7005,0.9296,0.9899,0.9027,0.8528,0.8435,0.7736
LH59_Lp5,0.9887,0.985,0.9236,0.7368,0.6583,0.9445,0.9946,0.9778
LH59_ML606,0.9101,0.9462,0.9634,0.7575,0.7876,0.9797,0.8285,0.9787
LH59_MS153,0.7721,0.7265,0.9655,0.7276,0.789,0.9905,0.9897,0.7762
LH59_MS71,0.8073,0.8481,0.8007,0.8979,0.9139,0.8654,0.8247,0.9213
LH59_Mo15W,0.9067,0.8834,0.9545,0.8012,0.745,0.9786,0.9025,0.7821
LH59_Mo17,0.9927,0.8964,0.8362,0.8802,0.8633,0.9221,0.9665,0.7282
LH59_N16,0.8704,0.9121,0.584,0.7462,0.8204,0.8228,0.8974,0.642
LH59_N192,0.9517,0.915,0.951,0.7066,0.6598,0.8469,0.7713,0.8373
LH59_N22,0.8538,0.9378,0.7633,0.9334,0.8882,0.9002,0.7645,0.9151
LH59_N25,0.7097,0.7074,0.9623,0.9568,0.8769,0.9561,0.9526,0.9128
LH59_N6,0.7791,0.8088,0.8676,0.8373,0.8861,0.891,0.7068,0.9736
LH59_NC290,0.9266,0.9353,0.9762,0.9536,0.9206,0.8966,0.8681,0.9287
LH59_NC358,0.9679,0.7083,0.6214,0.7981,0.7697,0.8568,0.9858,0.8493
LH59_NDB8,0.6548,0.6228,0.9206,0.677,0.6021,0.8149,0.7371,0.8634
LH59_NK764,0.8788,0.9103,0.8223,0.6887,0.6844,0.7599,0.6642,0.7757
LH59_NK807,0.8976,0.8774,0.9433,0.6624,0.587,0.9867,0.9451,0.9847
LH59_NQ508,0.8812,0.9185,0.991,0.9237,0.8693,0.9536,0.9358,0.7117
LH59_NS701,0.8761,0.9578,0.9242,0.9887,0.86,0.9537,0.9397,0.8114
LH59_Oh02,0.9698,0.968,0.9959,0.7176,0.8107,0.7239,0.8273,0.4939
LH59_Oh33,0.7709,0.8304,0.7183,0.8663,0.8678,0.9585,0.9081,0.9936
LH59_Oh40B,0.8671,0.8591,0.9729,0.9348,0.9748,0.9351,0.8975,0.9586
LH59_Oh43,0.9992,0.9647,0.9139,0.7844,0.8382,0.9898,0.9814,0.99
LH59_Os426,0.8029,0.777,0.9303,0.8664,0.9012,0.7548,0.8818,0.4999
LH59_P465P,0.9274,0.9567,0.771,0.8752,0.9307,0.9324,0.9946,0.9041
LH59_PB116,0.7184,0.7812,0.6957,0.923,0.7915,0.9987,0.9857,0.8426
LH59_PB98TR,0.85,0.8546,0.8769,0.969,0.8676,0.7632,0.7933,0.5674
LH59_PH207,0.9866,0.925,0.9761,0.523,0.525,0.8893,0.8219,0.9282
LH59_PHB09,0.9844,0.8999,0.9037,0.9072,0.8329,0.9956,0.8592,0.8639
LH59_PHG35,0.6875,0.7499,0.9822,0.8117,0.997,0.7843,0.7015,0.8189
LH59_PHG39,0.8311,0.9096,0.9291,0.9152,0.9417,0.7847,0.8962,0.8798
LH59_PHG47,0.9778,0.9883,0.8223,0.7183,0.6487,0.862,0.8308,0.7722
LH59_PHG50,0.9476,0.9706,0.8809,0.6836,0.671,0.9228,0.8173,0.9739
LH59_PHG71,0.987,0.8864,0.9803,0.6886,0.6402,0.8464,0.6967,0.9945
LH59_PHG80,0.87,0.9483,0.927,0.9732,0.855,0.892,0.7279,0.9767
LH59_PHG83,0.8565,0.9575,0.9284,0.9167,0.8746,0.9633,0.8857,0.9359
LH59_PHG84,0.8504,0.8832,0.9954,0.787,0.8908,0.8519,0.9396,0.9332
LH59_PHG86,0.8627,0.856,0.8914,0.9782,0.8167,0.8956,0.9407,0.8048
LH59_PHH93,0.9059,0.8962,0.8835,0.6657,0.6182,0.8638,0.738,0.9914
LH59_PHJ40,0.8871,0.8805,0.8936,0.673,0.5719,0.8972,0.782,0.9926
LH59_PHK29,0.7337,0.7288,0.9417,0.9892,0.9853,0.9488,0.9838,0.8385
LH59_PHK76,0.8731,0.952,0.9555,0.9613,0.7706,0.8395,0.8253,0.8962
LH59_PHR36,0.9299,0.8907,0.8487,0.8902,0.8528,0.9984,0.77,0.8403
LH59_PHT77,0.9616,0.9283,0.8748,0.9237,0.8861,0.9658,0.9734,0.9601
LH59_PHV63,0.8607,0.7747,0.7889,0.9147,0.992,0.8708,0.8239,0.9146
LH59_PHW65,0.7326,0.7893,0.9793,0.8462,0.9737,0.9772,0.8906,0.9687
LH59_PHZ51,0.8172,0.8192,0.9288,0.8798,0.9804,0.6046,0.7133,0.6248
LH59_Pa36,0.4514,0.5779,0.4761,0.5253,0.5494,0.7898,0.6982,0.9767
LH59_Pa405,0.7152,0.8161,0.6624,0.804,0.871,0.9555,0.9033,0.9599
LH59_Pa91,0.9343,0.9579,0.9299,0.7735,0.8133,0.8966,0.9857,0.7967
LH59_SC-Malawi,0.9798,0.9371,0.809,0.6289,0.6245,0.9219,0.9862,0.5822
LH59_SGI061,0.8124,0.8942,0.956,0.9125,0.7555,0.766,0.756,0.7578
LH59_UH250,0.8619,0.8408,0.8579,0.523,0.4556,0.8324,0.7384,0.93
LH59_UH304,0.9979,0.9576,0.9321,0.5762,0.4944,0.8346,0.817,0.9202
LH59_UH_2500,0.6295,0.7373,0.6086,0.7065,0.7242,0.8786,0.8428,0.9192
LH59_UH_6102,0.9017,0.8931,0.8861,0.5881,0.5347,0.9512,0.823,0.925
LH59_UH_6179,0.9141,0.8775,0.9123,0.5591,0.5477,0.9455,0.892,0.9229
LH59_UH_P024,0.9793,0.9466,0.9748,0.5435,0.5072,0.9951,0.9267,0.8867
LH59_UH_P060,0.8406,0.8117,0.8779,0.5693,0.5636,0.8686,0.794,0.8759
LH59_UH_P064,0.9619,0.8389,0.9417,0.6683,0.556,0.98,0.8498,0.9185
LH59_UH_P074,0.9258,0.8254,0.9976,0.5195,0.4927,0.9059,0.8238,0.9777
LH59_UH_P087,0.7784,0.7351,0.9877,0.5387,0.5076,0.9505,0.8478,0.951
LH59_UH_P089,0.9619,0.9551,0.8741,0.7162,0.7481,0.8683,0.9453,0.8912
LH59_UH_P104,0.8457,0.7992,0.8597,0.4163,0.3755,0.853,0.7997,0.9098
LH59_UH_P115,0.9322,0.957,0.7511,0.6507,0.6096,0.9847,0.9836,0.9048
LH59_UH_P128,0.9583,0.8716,0.9994,0.6327,0.6478,0.9176,0.8704,0.952
LH59_UH_P148,0.984,0.8644,0.9135,0.5707,0.5174,0.8484,0.876,0.7879
LH59_UH_S018,0.9651,0.8914,0.7621,0.8832,0.9434,0.9437,0.9101,0.8316
LH59_UH_S020,0.9589,0.9986,0.9441,0.9947,0.9249,0.8463,0.8383,0.6626
LH59_UH_S025,0.9315,0.9407,0.786,0.6837,0.6462,0.9485,0.8759,0.9498
LH59_Va26,0.9869,0.9912,0.9358,0.8427,0.8727,0.7035,0.8023,0.7736
LH59_W117,0.7567,0.7207,0.8748,0.4839,0.6234,0.6692,0.6471,0.7681
LH59_W153R,0.8445,0.7573,0.9509,0.5627,0.6573,0.9881,0.8003,0.9965
LH59_W182E,0.7221,0.663,0.9872,0.4591,0.4404,0.7983,0.6699,0.8455
LH59_W23,0.6647,0.8216,0.5707,0.8124,0.8373,0.7636,0.9098,0.7997
LH59_W602S,0.8366,0.9867,0.6497,0.7617,0.9076,0.9397,0.8544,0.9382
LH59_W604S,0.9032,0.866,0.988,0.9982,0.889,0.9729,0.9159,0.8824
LH59_W64A,0.8835,0.9105,0.9162,0.7594,0.7393,0.8282,0.8324,0.8893
LH59_W9,0.6397,0.8106,0.5074,0.5698,0.6531,0.863,0.7461,0.8612
LH59_W95115,0.7428,0.7154,0.8981,0.7333,0.7829,0.8305,0.6842,0.8257
LH59_Wf9,0.8626,0.861,0.9614,0.8699,0.9357,0.948,0.9637,0.9705
LH60_LH65,0.9284,0.8671,0.9221,0.9981,0.9487,0.8745,0.904,0.8557
LH60_LH74,0.7658,0.7831,0.8828,0.8069,0.7543,0.8594,0.6924,0.9054
LH60_LH82,0.8503,0.9706,0.678,0.6843,0.5793,0.8359,0.485,0.811
LH60_LH93,0.9729,0.8571,0.7788,0.9541,0.9917,0.8796,0.446,0.9229
LH60_Lo1016,0.9719,0.9523,0.9187,0.9853,0.9863,0.7054,0.9028,0.6707
LH60_Lo1026,0.9821,0.9907,0.8803,0.7904,0.8515,0.8782,0.9532,0.8832
LH60_Lo1035,0.9714,0.9843,0.9953,0.9497,0.9469,0.8524,0.9759,0.8535
LH60_Lo1038,0.8102,0.6568,0.8105,0.8816,0.7851,0.8318,0.8709,0.9385
LH60_Lo1056,0.9708,0.9831,0.8985,0.8281,0.7987,0.9124,0.9207,0.789
LH60_Lo1063,0.9281,0.9964,0.8994,0.7841,0.9358,0.7928,0.6194,0.9614
LH60_Lo1087,0.7355,0.7402,0.9792,0.7539,0.7995,0.9285,0.9158,0.8496
LH60_Lo1094,0.9899,0.9772,0.8428,0.959,0.8883,0.9729,0.7881,0.981
LH60_Lo1095,0.8965,0.931,0.9705,0.9851,0.967,0.9987,0.9136,0.9653
LH60_Lo1101,0.9976,0.9831,0.9948,0.7277,0.6549,0.9359,0.9355,0.9269
LH60_Lo1106,0.945,0.9944,0.9689,0.9829,0.9454,0.8844,0.9351,0.8199
LH60_Lo1123,0.8875,0.7773,0.935,0.7851,0.6871,0.9928,0.7711,0.9507
LH60_Lo1124,0.9253,0.7903,0.7872,0.9632,0.9494,0.9101,0.9165,0.8557
LH60_Lo1172,0.9805,0.9495,0.9793,0.9471,0.8344,0.8571,0.8874,0.9999
LH60_Lo1180,0.8456,0.7998,0.9419,0.7151,0.7117,0.9734,0.6298,0.8616
LH60_Lo1187,0.8919,0.9078,0.8989,0.8181,0.8254,0.9313,0.7383,0.8985
LH60_Lo1199,0.9599,0.9196,0.8716,0.9846,0.8912,0.7653,0.9663,0.8183
LH60_Lo1203,0.8701,0.7858,0.8355,0.9945,0.9186,0.7515,0.9044,0.8223
LH60_Lo1223,0.8488,0.9228,0.9474,0.9391,0.8771,0.7778,0.9631,0.9594
LH60_Lo1242,0.9559,0.8811,0.9087,0.8348,0.8145,0.9145,0.9313,0.8427
LH60_Lo1251,0.8167,0.8566,0.9229,0.9136,0.8925,0.8326,0.9155,0.7949
LH60_Lo1253,0.797,0.9042,0.944,0.9782,0.9743,0.5525,0.8454,0.5535
LH60_Lo1261,0.8543,0.874,0.977,0.9713,0.9322,0.8717,0.8927,0.7971
LH60_Lo1266,0.8485,0.9541,0.9058,0.9972,0.9158,0.8394,0.9218,0.9901
LH60_Lo1270,0.9417,0.9611,0.979,0.9327,0.9194,0.8637,0.9762,0.9757
LH60_Lo1273,0.9778,0.8396,0.8323,0.9125,0.8412,0.8742,0.5962,0.9662
LH60_Lo1274,0.872,0.7615,0.8875,0.866,0.8674,0.844,0.9118,0.7955
LH60_Lo1280,0.8875,0.7541,0.627,0.8588,0.909,0.9217,0.8774,0.9557
LH60_Lo1282,0.9024,0.9641,0.8263,0.9412,0.9619,0.7681,0.9882,0.8822
LH60_Lo1284,0.9396,0.7836,0.8435,0.7977,0.915,0.9344,0.7323,0.7425
LH60_Lo1288,0.7992,0.9171,0.8666,0.8673,0.9533,0.9377,0.7105,0.8777
LH60_Lo1290,0.9774,0.8831,0.9003,0.9641,0.9779,0.9605,0.8185,0.8709
LH60_Lo1301,0.8301,0.744,0.8241,0.8809,0.7832,0.9722,0.7788,0.9793
LH60_Lo904,0.9245,0.9023,0.9387,0.8753,0.877,0.8622,0.9464,0.8404
LH60_Lp5,0.8245,0.8132,0.9327,0.6222,0.6326,0.9351,0.7953,0.9111
LH60_ML606,0.9031,0.8521,0.9725,0.6429,0.762,0.9703,0.6184,0.9119
LH60_MS153,0.5853,0.5248,0.9564,0.613,0.7634,0.9999,0.7796,0.843
LH60_MS71,0.6205,0.6464,0.8099,0.7832,0.8883,0.856,0.6146,0.8546
LH60_Mo15W,0.7199,0.6817,0.9454,0.9158,0.7706,0.988,0.6924,0.8489
LH60_Mo17,0.8059,0.6947,0.8271,0.9948,0.889,0.9314,0.8234,0.795
LH60_N16,0.6836,0.8861,0.5931,0.8609,0.8461,0.8322,0.8925,0.7088
LH60_N192,0.7649,0.7133,0.9601,0.592,0.6342,0.8376,0.5612,0.7705
LH60_N22,0.667,0.7361,0.7725,0.952,0.9139,0.8908,0.5544,0.9818
LH60_N25,0.5229,0.5057,0.9714,0.9286,0.9025,0.9655,0.8373,0.9796
LH60_N6,0.5923,0.607,0.8768,0.7227,0.8605,0.8816,0.4967,0.9068
LH60_NC290,0.8866,0.863,0.967,0.9318,0.9462,0.906,0.9218,0.8619
LH60_NC358,0.7811,0.91,0.6305,0.9127,0.7953,0.8662,0.7757,0.9161
LH60_NDB8,0.468,0.421,0.9298,0.5623,0.5765,0.8055,0.527,0.9301
LH60_NK764,0.692,0.7086,0.8314,0.5741,0.6588,0.7506,0.4541,0.709
LH60_NK807,0.7108,0.6756,0.9524,0.5477,0.5614,0.9773,0.735,0.9179
LH60_NQ508,0.932,0.8797,0.9999,0.8091,0.8437,0.963,0.8541,0.7785
LH60_NS701,0.9371,0.8405,0.9151,0.8741,0.8344,0.9631,0.8502,0.8782
LH60_Oh02,0.8434,0.7663,0.9868,0.8322,0.8364,0.7333,0.9626,0.5606
LH60_Oh33,0.5841,0.6287,0.7274,0.7517,0.8422,0.9679,0.698,0.9268
LH60_Oh40B,0.6803,0.6574,0.982,0.8202,0.9491,0.9445,0.8924,0.9746
LH60_Oh43,0.814,0.8335,0.923,0.6697,0.8126,0.9992,0.7713,0.9433
LH60_Os426,0.6161,0.5753,0.9394,0.9811,0.9268,0.7641,0.9081,0.5667
LH60_P465P,0.7406,0.8415,0.7802,0.7606,0.905,0.9418,0.7845,0.9708
LH60_PB116,0.5316,0.5795,0.7049,0.8084,0.7659,0.9919,0.7756,0.9094
LH60_PB98TR,0.6632,0.6528,0.886,0.9164,0.8932,0.7726,0.9966,0.6342
LH60_PH207,0.7998,0.7233,0.9852,0.4084,0.4994,0.88,0.6118,0.8614
LH60_PHB09,0.7976,0.6982,0.8946,0.7925,0.8073,0.9951,0.6491,0.9306
LH60_PHG35,0.8743,0.9516,0.9731,0.9263,0.9773,0.7937,0.9116,0.8856
LH60_PHG39,0.9821,0.8887,0.92,0.9701,0.9161,0.7941,0.8937,0.9465
LH60_PHG47,0.791,0.81,0.8314,0.6036,0.623,0.8526,0.6207,0.7054
LH60_PHG50,0.8656,0.8277,0.89,0.569,0.6454,0.9134,0.6072,0.9071
LH60_PHG71,0.8002,0.6847,0.9712,0.574,0.6145,0.837,0.4866,0.9277
LH60_PHG80,0.9431,0.8499,0.9178,0.8586,0.8294,0.8826,0.5178,0.9099
LH60_PHG83,0.9567,0.8408,0.9192,0.8021,0.8489,0.9727,0.6756,0.8691
LH60_PHG84,0.9628,0.915,0.9863,0.9017,0.9164,0.8613,0.8503,1.0
LH60_PHG86,0.9505,0.9422,0.9005,0.9071,0.791,0.905,0.8492,0.8716
LH60_PHH93,0.719,0.6944,0.8926,0.5511,0.5926,0.8544,0.5279,0.9246
LH60_PHJ40,0.7003,0.6788,0.9028,0.5583,0.5463,0.8879,0.5719,0.9259
LH60_PHK29,0.9205,0.9305,0.9509,0.8746,0.989,0.9582,0.7737,0.9052
LH60_PHK76,0.9401,0.8462,0.9464,0.8467,0.745,0.8488,0.9646,0.9629
LH60_PHR36,0.8833,0.9075,0.8578,0.7756,0.8272,0.989,0.5599,0.907
LH60_PHT77,0.8516,0.87,0.8839,0.809,0.8605,0.9751,0.7633,0.9732
LH60_PHV63,0.9525,0.9764,0.798,0.9707,0.9664,0.8615,0.6138,0.9814
LH60_PHW65,0.9194,0.991,0.9702,0.9609,0.9994,0.9678,0.6805,0.902
LH60_PHZ51,0.996,0.9791,0.9379,0.9944,0.9939,0.614,0.9234,0.6916
LH60_Pa36,0.2645,0.3761,0.4852,0.4106,0.5237,0.7804,0.4881,0.91
LH60_Pa405,0.5283,0.6144,0.6716,0.6894,0.8454,0.9461,0.6932,0.9733
LH60_Pa91,0.8789,0.8404,0.9208,0.8881,0.8389,0.906,0.8042,0.8635
LH60_SC-Malawi,0.8334,0.7353,0.7998,0.7436,0.6501,0.9313,0.8037,0.649
LH60_SGI061,0.9992,0.9041,0.9469,0.7979,0.7299,0.7754,0.9661,0.8246
